site,cage,treatment,tile,tile.treatment,position,length,thickness,dry.mass,af.dry.mass,tissue.mass,ci
PF,63,CC,380,No.cull,4,27.67,5.05,0.675,0.631,0.044,0.069730586
PF,63,CC,380,No.cull,5,20.72,4.63,0.411,0.591,-0.18,-0.304568528
PF,63,CC,380,No.cull,6,21.23,6.32,0.429,0.404,0.025,0.061881188
PF,63,CC,380,No.cull,7,23.01,4.87,0.742,0.692,0.05,0.072254335
PF,63,CC,380,No.cull,8,28.43,4.97,0.732,0.678,0.054,0.079646018
PF,63,CC,380,No.cull,9,18.4,4.01,0.298,0.289,0.009,0.031141869
PF,63,CC,380,No.cull,10,23.36,6.22,0.857,0.815,0.042,0.051533742
PF,63,CC,385,Juv.cull,3,28.71,7.09,1.093,1.026,0.067,0.065302144
PF,63,CC,385,Juv.cull,5,25.2,6.63,0.886,0.827,0.059,0.071342201
PF,63,CC,385,Juv.cull,7,27.65,6.17,1.274,1.199,0.075,0.062552127
PF,63,CC,385,Juv.cull,8,23.65,4.86,0.877,0.828,0.049,0.059178744
PF,63,CC,385,Juv.cull,9,37.32,6.02,1.646,1.555,0.091,0.0585209
PF,63,CC,385,Juv.cull,10,24.86,4.04,0.801,0.752,0.049,0.065159574
PF,63,CC,389,No.cull,1,22.58,6.68,0.847,0.801,0.046,0.057428215
PF,63,CC,389,No.cull,2,36.61,7.01,1.634,1.533,0.101,0.065883888
PF,63,CC,389,No.cull,3,23.97,6.83,0.902,0.857,0.045,0.052508751
PF,63,CC,389,No.cull,4,28.19,4.56,0.784,0.74,0.044,0.059459459
PF,63,CC,389,No.cull,5,26.72,5.32,0.734,0.691,0.043,0.062228654
PF,63,CC,389,No.cull,6,24.24,7.33,0.822,0.767,0.055,0.071707953
PF,63,CC,389,No.cull,7,25.53,5.72,0.839,0.788,0.051,0.064720812
PF,63,CC,389,No.cull,8,24.8,6.99,1.036,0.977,0.059,0.060388946
PF,63,CC,389,No.cull,9,25.74,7.66,1.245,1.167,0.078,0.066838046
PF,63,CC,389,No.cull,10,17.99,4.26,0.437,0.41,0.027,0.065853659
PF,63,CC,390,Juv.cull,1,21.41,5.18,0.467,0.431,0.036,0.083526682
PF,63,CC,390,Juv.cull,3,27.1,6.15,0.831,0.786,0.045,0.057251908
PF,63,CC,390,Juv.cull,4,32.54,5.28,1.009,0.935,0.074,0.079144385
PF,63,CC,390,Juv.cull,5,18.5,6.21,0.513,0.477,0.036,0.075471698
PF,63,CC,390,Juv.cull,6,32.07,6.11,1.273,1.196,0.077,0.064381271
PF,63,CC,390,Juv.cull,8,20.35,5.55,0.871,0.817,0.054,0.066095471
PF,63,CC,391,Juv.cull,1,25.71,5.41,0.702,0.647,0.055,0.085007728
PF,63,CC,391,Juv.cull,4,26.02,5,0.622,0.576,0.046,0.079861111
PF,63,CC,391,Juv.cull,5,26.2,4.94,0.756,0.704,0.052,0.073863636
PF,63,CC,391,Juv.cull,7,28.62,4.9,0.878,0.814,0.064,0.078624079
PF,63,CC,391,Juv.cull,8,27.54,6.74,0.96,0.897,0.063,0.070234114
PF,63,CC,391,Juv.cull,10,25.02,6.95,0.75,0.681,0.069,0.101321586
PF,63,CC,392,Juv.cull,2,24.59,6.02,0.746,0.697,0.049,0.070301291
PF,63,CC,392,Juv.cull,4,22.18,5.79,0.684,0.639,0.045,0.070422535
PF,63,CC,392,Juv.cull,5,25.59,5.41,0.723,0.677,0.046,0.067946824
PF,63,CC,392,Juv.cull,8,30.84,6.87,0.919,0.852,0.067,0.078638498
PF,63,CC,392,Juv.cull,10,26.76,5.08,0.707,0.649,0.058,0.089368259
PF,63,CC,468,No.cull,1,29.95,5.97,1.141,1.053,0.088,0.08357075
PF,63,CC,468,No.cull,2,23.16,5.92,1.042,0.988,0.054,0.05465587
PF,63,CC,468,No.cull,5,22.73,5.39,0.69,0.647,0.043,0.066460587
PF,63,CC,468,No.cull,6,24.88,5.92,0.721,0.663,0.058,0.087481146
PF,63,CC,468,No.cull,7,28.02,6.6,1.121,1.051,0.07,0.066603235
PF,63,CC,468,No.cull,8,26.34,4.61,0.794,0.752,0.042,0.055851064
PF,63,CC,468,No.cull,9,20.27,6.46,0.781,0.735,0.046,0.062585034
PF,63,CC,468,No.cull,10,25.19,6.02,1.045,0.991,0.054,0.054490414
PF,64,NP,323,Juv.cull,1,30.53,5.58,0.965,0.889,0.076,0.085489314
PF,64,NP,323,Juv.cull,3,15.77,6.7,0.582,0.541,0.041,0.075785582
PF,64,NP,323,Juv.cull,4,31.55,5.5,0.958,0.884,0.074,0.083710407
PF,64,NP,323,Juv.cull,7,28.13,8.12,1.116,1.057,0.059,0.055818354
PF,64,NP,323,Juv.cull,9,25.14,8.37,0.795,0.745,0.05,0.067114094
PF,64,NP,323,Juv.cull,10,24.84,6.59,0.965,0.907,0.058,0.063947078
PF,64,NP,331,No.cull,1,27.78,6.72,1.204,1.133,0.071,0.06266549
PF,64,NP,331,No.cull,2,29,6.91,0.801,0.731,0.07,0.095759234
PF,64,NP,331,No.cull,3,29.5,7.48,1.335,1.27,0.065,0.051181102
PF,64,NP,331,No.cull,4,30.08,6.58,1.336,1.266,0.07,0.055292259
PF,64,NP,331,No.cull,5,22.97,5.78,0.806,0.763,0.043,0.056356488
PF,64,NP,331,No.cull,6,26.77,7.6,1.283,1.174,0.109,0.092844974
PF,64,NP,331,No.cull,7,21.33,7.14,0.809,0.767,0.042,0.054758801
PF,64,NP,331,No.cull,9,26.23,6.8,1.089,1.021,0.068,0.066601371
PF,64,NP,331,No.cull,10,35.69,7.85,1.603,1.508,0.095,0.062997347
PF,64,NP,332,Juv.cull,1,23.72,7.72,0.998,0.929,0.069,0.074273412
PF,64,NP,332,Juv.cull,2,29.54,5.81,0.713,0.658,0.055,0.083586626
PF,64,NP,332,Juv.cull,4,23.06,6.45,0.647,0.599,0.048,0.080133556
PF,64,NP,332,Juv.cull,5,23.24,6.46,0.747,0.702,0.045,0.064102564
PF,64,NP,332,Juv.cull,6,27.19,7.25,0.985,0.934,0.051,0.054603854
PF,64,NP,332,Juv.cull,9,25.04,8.49,0.941,0.884,0.057,0.064479638
PF,64,NP,341,Juv.cull,2,33.15,6.32,1.361,1.273,0.088,0.069128044
PF,64,NP,341,Juv.cull,4,31,6.03,1.159,1.096,0.063,0.057481752
PF,64,NP,341,Juv.cull,5,26.18,8.48,1.816,1.715,0.101,0.058892128
PF,64,NP,341,Juv.cull,6,30.8,7.65,1.388,1.302,0.086,0.066052227
PF,64,NP,341,Juv.cull,7,31.9,6.45,1.187,1.116,0.071,0.063620072
PF,64,NP,341,Juv.cull,8,22.76,6.54,0.975,0.916,0.059,0.06441048
PF,64,NP,341,Juv.cull,9,26.88,7.48,0.887,0.811,0.076,0.093711467
PF,64,NP,341,Juv.cull,10,27.95,5.39,0.801,0.747,0.054,0.072289157
PF,64,NP,341,Juv.cull,1,29.29,7.98,1.649,1.332,0.317,0.237987988
PF,64,NP,344,No.cull,1,24.17,6.19,0.636,0.593,0.043,0.072512648
PF,64,NP,344,No.cull,2,28.21,6.78,0.876,0.809,0.067,0.082818294
PF,64,NP,344,No.cull,3,28.25,6.32,0.876,0.816,0.06,0.073529412
PF,64,NP,344,No.cull,4,21.88,5.89,0.688,0.64,0.048,0.075
PF,64,NP,344,No.cull,5,31.76,6.34,1.315,1.217,0.098,0.080525883
PF,64,NP,344,No.cull,6,26.53,6.95,1.065,0.994,0.071,0.071428571
PF,64,NP,344,No.cull,7,24.25,6.83,0.858,0.801,0.057,0.071161049
PF,64,NP,344,No.cull,8,20.23,5.46,0.552,0.523,0.029,0.055449331
PF,64,NP,344,No.cull,9,28.97,8.51,1.484,1.396,0.088,0.063037249
PF,64,NP,344,No.cull,10,33.54,6.76,1.364,1.262,0.102,0.080824089
PF,64,NP,352,No.cull,1,35.6,6.72,1.697,1.609,0.088,0.054692356
PF,64,NP,352,No.cull,2,26.96,6.06,1.197,1.142,0.055,0.048161121
PF,64,NP,352,No.cull,3,38.53,6.75,1.542,1.434,0.108,0.075313808
PF,64,NP,352,No.cull,4,37.98,7.4,2.474,2.311,0.163,0.070532237
PF,64,NP,352,No.cull,5,29.81,8.04,1.499,1.419,0.08,0.056377731
PF,64,NP,352,No.cull,6,34.11,5.95,1.418,1.336,0.082,0.061377246
PF,64,NP,352,No.cull,7,23.76,6.89,1.058,1,0.058,0.058
PF,64,NP,352,No.cull,8,27.96,6.05,1.035,0.972,0.063,0.064814815
PF,64,NP,352,No.cull,9,26.97,7.64,1.211,1.145,0.066,0.057641921
PF,64,NP,352,No.cull,10,24.01,3.88,0.428,0.397,0.031,0.078085642
PF,64,NP,356,Juv.cull,3,27.87,6.66,1.096,1.024,0.072,0.0703125
PF,64,NP,356,Juv.cull,4,35.87,6.6,1.536,1.434,0.102,0.071129707
PF,64,NP,356,Juv.cull,6,30.68,4.93,0.604,0.566,0.038,0.067137809
PF,64,NP,356,Juv.cull,7,33.33,9.15,1.69,1.593,0.097,0.0608914
PF,64,NP,356,Juv.cull,9,33.72,5.45,1.45,1.371,0.079,0.057622174
PF,64,NP,356,Juv.cull,10,34.11,6.08,1.693,1.596,0.097,0.060776942
PF,64,NP,368,No.cull,1,33.75,3.94,1.426,1.336,0.09,0.067365269
PF,64,NP,368,No.cull,2,32.63,6.1,1.292,1.215,0.077,0.063374486
PF,64,NP,368,No.cull,3,34.28,6.61,1.428,1.345,0.083,0.061710037
PF,64,NP,368,No.cull,4,28.61,5.97,1.156,1.086,0.07,0.064456722
PF,64,NP,368,No.cull,5,27.16,6.73,1.337,1.271,0.066,0.051927616
PF,64,NP,368,No.cull,6,22.23,7.45,1.104,1.051,0.053,0.050428164
PF,64,NP,368,No.cull,7,21.41,7.15,0.898,0.858,0.04,0.046620047
PF,64,NP,368,No.cull,8,21.13,5.56,0.604,0.569,0.035,0.061511424
PF,64,NP,368,No.cull,9,24.68,5.48,0.634,0.602,0.032,0.053156146
PF,64,NP,368,No.cull,10,32.8,5.87,1.082,1.016,0.066,0.06496063
PF,64,NP,446,Juv.cull,1,22.25,6,0.508,0.472,0.036,0.076271186
PF,64,NP,446,Juv.cull,2,24.03,6.87,0.752,0.699,0.053,0.075822604
PF,64,NP,446,Juv.cull,3,27.49,6.92,1.135,1.062,0.073,0.06873823
PF,64,NP,446,Juv.cull,6,32.93,5.08,1.251,1.156,0.095,0.082179931
PF,64,NP,446,Juv.cull,8,29.95,4.73,0.819,0.755,0.064,0.084768212
PF,64,NP,446,Juv.cull,10,25.54,6.97,0.963,0.908,0.055,0.060572687
PF,64,NP,558,No.cull,1,22.61,5.65,0.631,0.589,0.042,0.071307301
PF,64,NP,558,No.cull,2,32.7,5.11,1.015,0.937,0.078,0.083244397
PF,64,NP,558,No.cull,3,30.7,5.47,0.927,0.859,0.068,0.079161816
PF,64,NP,558,No.cull,4,28.92,5.27,1.019,0.947,0.072,0.076029567
PF,64,NP,558,No.cull,5,25.38,6.67,0.873,0.822,0.051,0.062043796
PF,64,NP,558,No.cull,6,24.64,5.73,0.894,0.841,0.053,0.063020214
PF,64,NP,558,No.cull,7,23.79,6.73,0.798,0.756,0.042,0.055555556
PF,64,NP,558,No.cull,8,23.71,7.33,1.392,1.298,0.094,0.072419106
PF,64,NP,558,No.cull,9,26.39,5.49,1.08,0.995,0.085,0.085427136
PF,64,NP,558,No.cull,10,35.58,7.48,1.257,1.163,0.094,0.080825451
PF,64,NP,564,Juv.cull,2,33.93,6.61,1.551,1.423,0.128,0.089950808
PF,64,NP,564,Juv.cull,3,26.43,6.58,0.956,0.895,0.061,0.068156425
PF,64,NP,564,Juv.cull,4,33.58,7.17,1.624,1.532,0.092,0.060052219
PF,64,NP,564,Juv.cull,5,26.06,8.64,1.597,1.51,0.087,0.057615894
PF,64,NP,564,Juv.cull,6,29.7,7.44,1.527,1.446,0.081,0.056016598
PF,64,NP,564,Juv.cull,7,22.67,6.63,0.976,0.927,0.049,0.052858684
PF,64,NP,567,No.cull,1,20.01,5.82,0.738,0.691,0.047,0.068017366
PF,64,NP,567,No.cull,2,30.35,5.69,1.052,0.974,0.078,0.080082136
PF,64,NP,567,No.cull,3,26.37,4.92,0.743,0.691,0.052,0.075253256
PF,64,NP,567,No.cull,4,23.63,6.05,0.679,0.625,0.054,0.0864
PF,64,NP,567,No.cull,5,23.43,7.02,0.895,0.828,0.067,0.080917874
PF,64,NP,567,No.cull,6,27.34,6.17,0.945,0.881,0.064,0.072644722
PF,64,NP,567,No.cull,7,31.28,7.07,1.529,1.399,0.13,0.092923517
PF,66,NP,305,Juv.cull,2,17.08,5.35,0.519,0.486,0.033,0.067901235
PF,66,NP,305,Juv.cull,4,30.68,4.48,1.23,1.158,0.072,0.062176166
PF,66,NP,305,Juv.cull,6,24.88,5.13,0.838,0.779,0.059,0.075738126
PF,66,NP,305,Juv.cull,7,22.19,6.72,0.573,0.541,0.032,0.059149723
PF,66,NP,305,Juv.cull,9,34.79,4.75,0.986,0.906,0.08,0.088300221
PF,66,NP,305,Juv.cull,10,21.73,5.56,0.564,0.528,0.036,0.068181818
PF,66,NP,307,Juv.cull,1,25.75,6.77,0.762,0.717,0.045,0.062761506
PF,66,NP,307,Juv.cull,2,31.49,6.05,1.178,1.096,0.082,0.074817518
PF,66,NP,307,Juv.cull,3,29.78,5.5,1.128,1.056,0.072,0.068181818
PF,66,NP,307,Juv.cull,5,25,6.44,0.674,0.632,0.042,0.066455696
PF,66,NP,307,Juv.cull,8,18.52,5.64,0.725,0.682,0.043,0.063049853
PF,66,NP,307,Juv.cull,10,25.15,7.09,0.944,0.886,0.058,0.065462754
PF,66,NP,310,No.cull,2,20.39,9.87,0.783,0.733,0.05,0.068212824
PF,66,NP,310,No.cull,3,30.15,7.25,1.018,0.964,0.054,0.056016598
PF,66,NP,310,No.cull,5,22.11,7.06,1.012,0.957,0.055,0.057471264
PF,66,NP,310,No.cull,6,26.45,4.9,0.534,0.504,0.03,0.05952381
PF,66,NP,310,No.cull,7,26.91,9.83,1.463,1.38,0.083,0.060144928
PF,66,NP,310,No.cull,8,27.16,6.06,1.059,0.994,0.065,0.065392354
PF,66,NP,310,No.cull,9,29.32,5.88,1.167,1.099,0.068,0.061874431
PF,66,NP,310,No.cull,10,27.16,6.65,1.36,1.275,0.085,0.066666667
PF,66,NP,321,Juv.cull,1,20.93,7.58,0.789,0.745,0.044,0.059060403
PF,66,NP,321,Juv.cull,2,21.13,6.08,0.637,0.602,0.035,0.058139535
PF,66,NP,321,Juv.cull,3,28.67,5.21,0.966,0.9,0.066,0.073333333
PF,66,NP,321,Juv.cull,5,28.87,5.8,1.205,1.133,0.072,0.063548102
PF,66,NP,321,Juv.cull,6,20,6.04,0.625,0.579,0.046,0.079447323
PF,66,NP,321,Juv.cull,7,27.46,7.78,1.215,1.145,0.07,0.061135371
PF,66,NP,321,Juv.cull,8,39.88,5.96,1.45,1.353,0.097,0.071692535
PF,66,NP,321,Juv.cull,9,30.14,6.15,1.338,1.263,0.075,0.059382423
PF,66,NP,321,Juv.cull,10,31.11,5,0.958,0.901,0.057,0.063263041
PF,66,NP,328,Juv.cull,1,32.93,5.25,1.272,1.181,0.091,0.077053345
PF,66,NP,328,Juv.cull,2,19.46,7,0.751,0.706,0.045,0.063739377
PF,66,NP,328,Juv.cull,3,25.51,6.15,0.657,0.624,0.033,0.052884615
PF,66,NP,328,Juv.cull,4,28.36,6.86,1.004,0.949,0.055,0.057955743
PF,66,NP,328,Juv.cull,5,27.9,5.78,0.916,0.864,0.052,0.060185185
PF,66,NP,328,Juv.cull,7,26.53,5.01,0.78,0.729,0.051,0.069958848
PF,66,NP,337,No.cull,1,28.6,4.75,0.86,0.808,0.052,0.064356436
PF,66,NP,337,No.cull,2,26.63,6.87,0.889,0.837,0.052,0.062126643
PF,66,NP,337,No.cull,3,21.61,6.2,0.488,0.464,0.024,0.051724138
PF,66,NP,337,No.cull,4,22.88,6.09,0.74,0.704,0.036,0.051136364
PF,66,NP,337,No.cull,5,24.4,7.7,0.682,0.64,0.042,0.065625
PF,66,NP,337,No.cull,6,30.23,7.07,1.19,1.111,0.079,0.071107111
PF,66,NP,337,No.cull,7,25.16,6.83,0.849,0.8,0.049,0.06125
PF,66,NP,337,No.cull,8,19.38,4.2,0.427,0.416,0.011,0.026442308
PF,66,NP,337,No.cull,9,20.74,5.1,0.536,0.5,0.036,0.072
PF,66,NP,337,No.cull,10,26.38,6.1,1.095,1.019,0.076,0.074582924
PF,66,NP,338,No.cull,1,19.36,6.53,0.681,0.646,0.035,0.054179567
PF,66,NP,338,No.cull,2,27.18,7.33,0.938,0.885,0.053,0.059887006
PF,66,NP,338,No.cull,3,32.19,7.38,1.241,1.166,0.075,0.06432247
PF,66,NP,338,No.cull,4,26.47,7.02,1.112,1.047,0.065,0.062082139
PF,66,NP,338,No.cull,5,18.4,4.09,0.296,0.283,0.013,0.045936396
PF,66,NP,338,No.cull,7,22.23,5.3,0.603,0.577,0.026,0.045060659
PF,66,NP,338,No.cull,8,33.42,6.66,1.229,1.154,0.075,0.064991334
PF,66,NP,338,No.cull,9,30.45,6.49,1.281,1.212,0.069,0.056930693
PF,66,NP,338,No.cull,10,36.95,6.51,1.132,1.062,0.07,0.065913371
PF,66,NP,340,No.cull,1,32.06,8.5,1.186,1.11,0.076,0.068468468
PF,66,NP,340,No.cull,2,34.55,6.43,1.389,1.308,0.081,0.061926606
PF,66,NP,340,No.cull,3,36.18,7.13,1.61,1.508,0.102,0.067639257
PF,66,NP,340,No.cull,4,34.73,6.7,1.646,1.542,0.104,0.067444877
PF,66,NP,340,No.cull,5,27.15,6.08,1.057,1,0.057,0.057
PF,66,NP,340,No.cull,6,24.7,7.99,1.148,1.074,0.074,0.068901304
PF,66,NP,340,No.cull,7,27.19,5.6,0.876,0.825,0.051,0.061818182
PF,66,NP,340,No.cull,8,31.71,6.2,1.359,1.265,0.094,0.0743083
PF,66,NP,340,No.cull,9,27.32,5.88,0.954,0.895,0.059,0.065921788
PF,66,NP,340,No.cull,10,26.43,6.28,1.157,1.101,0.056,0.050862852
PF,66,NP,354,No.cull,1,33.7,5.9,1.435,1.34,0.095,0.070895522
PF,66,NP,354,No.cull,2,25.16,6.26,0.834,0.783,0.051,0.0651341
PF,66,NP,354,No.cull,3,35.18,5.07,1.534,1.422,0.112,0.078762307
PF,66,NP,354,No.cull,4,22.66,6.08,0.78,0.731,0.049,0.067031464
PF,66,NP,354,No.cull,5,27.94,7.49,1.302,1.221,0.081,0.066339066
PF,66,NP,354,No.cull,6,35.11,7.83,1.794,1.677,0.117,0.069767442
PF,66,NP,354,No.cull,7,31.06,9.18,1.738,1.631,0.107,0.065603924
PF,66,NP,354,No.cull,8,41.21,7.87,1.876,1.75,0.126,0.072
PF,66,NP,354,No.cull,9,25.88,6.88,1.457,1.369,0.088,0.064280497
PF,66,NP,354,No.cull,10,24.39,5.72,0.807,0.747,0.06,0.080321285
PF,66,NP,357,Juv.cull,1,32.63,5.22,1.166,1.081,0.085,0.078630897
PF,66,NP,357,Juv.cull,3,24.04,5.95,0.714,0.667,0.047,0.070464768
PF,66,NP,357,Juv.cull,4,22.15,5.71,0.526,0.514,0.012,0.023346304
PF,66,NP,357,Juv.cull,5,23.3,6.05,0.731,0.688,0.043,0.0625
PF,66,NP,357,Juv.cull,6,28.18,6.92,1.185,1.103,0.082,0.074342702
PF,66,NP,357,Juv.cull,8,27.07,6.17,0.805,0.744,0.061,0.081989247
PF,66,NP,465,Juv.cull,3,22.83,4.32,0.454,0.424,0.03,0.070754717
PF,66,NP,465,Juv.cull,4,28.73,5.86,0.948,0.885,0.063,0.071186441
PF,66,NP,465,Juv.cull,7,25.68,5.9,1.287,1.213,0.074,0.061005771
PF,66,NP,465,Juv.cull,8,30.2,6.12,1.294,1.204,0.09,0.074750831
PF,66,NP,465,Juv.cull,10,28.64,8.2,1.57,1.473,0.097,0.065852003
PF,66,NP,465,Juv.cull,5,22.89,7.01,1.07,0.998,0.072,0.072144289
PF,66,NP,473,No.cull,1,33.36,4.35,1.092,1.022,0.07,0.068493151
PF,66,NP,473,No.cull,2,29.93,5.11,0.948,0.892,0.056,0.062780269
PF,66,NP,473,No.cull,3,29.93,5.5,1.117,1.05,0.067,0.063809524
PF,66,NP,473,No.cull,4,19.65,6.15,0.382,0.374,0.008,0.021390374
PF,66,NP,473,No.cull,5,26.68,5.87,0.977,0.91,0.067,0.073626374
PF,66,NP,473,No.cull,6,26.26,6.2,0.617,0.579,0.038,0.065630397
PF,66,NP,473,No.cull,7,23.24,6.96,0.882,0.833,0.049,0.058823529
PF,66,NP,473,No.cull,8,24.29,9.05,1.085,1.026,0.059,0.057504873
PF,66,NP,473,No.cull,9,19.56,6.74,0.707,0.66,0.047,0.071212121
PF,66,NP,473,No.cull,10,22.35,8.16,1.099,1.036,0.063,0.060810811
PF,67,CC,52,No.cull,1,29.68,7.39,1.36,1.275,0.085,0.066666667
PF,67,CC,52,No.cull,2,20.85,5.81,0.736,0.681,0.055,0.080763583
PF,67,CC,52,No.cull,3,32.37,5.72,0.965,0.9,0.065,0.072222222
PF,67,CC,52,No.cull,4,28.06,6.04,0.806,0.754,0.052,0.068965517
PF,67,CC,52,No.cull,5,26.16,5.79,0.895,0.836,0.059,0.070574163
PF,67,CC,52,No.cull,6,21.05,5.07,0.709,0.657,0.052,0.079147641
PF,67,CC,52,No.cull,7,26.4,6.76,1.325,1.237,0.088,0.071139854
PF,67,CC,52,No.cull,8,17.21,7.04,0.732,0.688,0.044,0.063953488
PF,67,CC,52,No.cull,9,25.19,7.65,1.064,0.986,0.078,0.079107505
PF,67,CC,52,No.cull,10,25.56,8.14,1.22,1.135,0.085,0.074889868
PF,67,CC,403,Juv.cull,2,22.85,5.69,0.532,0.497,0.035,0.070422535
PF,67,CC,403,Juv.cull,3,22.67,5.2,0.6,0.556,0.044,0.079136691
PF,67,CC,403,Juv.cull,5,28.77,4.51,0.674,0.615,0.059,0.095934959
PF,67,CC,403,Juv.cull,7,21.71,5.96,0.578,0.528,0.05,0.09469697
PF,67,CC,403,Juv.cull,9,24.44,4.5,0.592,0.545,0.047,0.086238532
PF,67,CC,403,Juv.cull,10,31.9,5.53,0.827,0.766,0.061,0.079634465
PF,67,CC,406,Juv.cull,2,27.77,5.85,1.117,1.047,0.07,0.066857689
PF,67,CC,406,Juv.cull,3,26.79,5.11,0.624,0.579,0.045,0.077720207
PF,67,CC,406,Juv.cull,4,25.35,4.24,0.543,0.502,0.041,0.081673307
PF,67,CC,555,No.cull,1,23.81,5.97,0.808,0.754,0.054,0.071618037
PF,67,CC,555,No.cull,2,26.96,7.12,1.006,0.939,0.067,0.071352503
PF,67,CC,555,No.cull,3,22.87,4.94,0.631,0.588,0.043,0.073129252
PF,67,CC,555,No.cull,4,31.23,6.72,1.447,1.341,0.106,0.079045488
PF,67,CC,555,No.cull,5,23.17,6.51,1.007,0.943,0.064,0.067868505
PF,67,CC,555,No.cull,6,27.3,6.2,1.325,1.238,0.087,0.070274637
PF,67,CC,555,No.cull,7,27.5,6.54,1.027,0.961,0.066,0.06867846
PF,67,CC,555,No.cull,8,29.8,4.28,1.22,1.149,0.071,0.061792863
PF,67,CC,555,No.cull,9,23.78,5.71,0.953,0.894,0.059,0.065995526
PF,67,CC,555,No.cull,10,31.92,6.22,1.236,1.144,0.092,0.08041958
PF,67,CC,562,Juv.cull,1,30.86,6.37,1.116,1.047,0.069,0.065902579
PF,67,CC,562,Juv.cull,2,32.91,6.54,0.977,0.912,0.065,0.07127193
PF,67,CC,562,Juv.cull,6,24.64,4.69,0.605,0.563,0.042,0.074600355
PF,67,CC,562,Juv.cull,8,28.14,5.49,0.984,0.919,0.065,0.070729053
PF,67,CC,586,No.cull,1,30.55,5.48,0.898,0.834,0.064,0.076738609
PF,67,CC,586,No.cull,2,19.26,5.59,0.638,0.599,0.039,0.065108514
PF,67,CC,586,No.cull,3,24,5.32,0.783,0.739,0.044,0.059539919
PF,67,CC,586,No.cull,4,26.43,5.32,0.893,0.837,0.056,0.066905615
PF,67,CC,586,No.cull,5,25.9,5.72,1.01,0.959,0.051,0.053180396
PF,67,CC,586,No.cull,6,25.23,6.24,1.369,1.28,0.089,0.06953125
PF,67,CC,586,No.cull,7,20.41,4,0.271,0.253,0.018,0.071146245
PF,67,CC,586,No.cull,8,23.66,6.98,1.203,1.132,0.071,0.062720848
PF,67,CC,586,No.cull,9,24.37,7.65,0.88,0.821,0.059,0.071863581
PF,67,CC,586,No.cull,10,25.15,5.96,0.936,0.884,0.052,0.058823529
PF,67,CC,587,Juv.cull,7,25.76,6.4,1.146,1.083,0.063,0.058171745
PF,67,CC,590,Juv.cull,3,25.28,6.78,0.935,0.874,0.061,0.06979405
PF,67,CC,590,Juv.cull,4,26.19,5.97,1.041,0.984,0.057,0.057926829
PF,67,CC,590,Juv.cull,5,24.52,5.72,0.701,0.652,0.049,0.075153374
PF,67,CC,590,Juv.cull,7,26.21,5.97,0.908,0.855,0.053,0.061988304
PF,67,CC,590,Juv.cull,8,28.5,4.61,0.856,0.796,0.06,0.075376884
PF,68,MC,306,No.cull,1,26.16,5.33,0.71,0.662,0.048,0.072507553
PF,68,MC,306,No.cull,2,23.26,6.69,0.516,0.485,0.031,0.063917526
PF,68,MC,306,No.cull,3,26.32,6.14,0.692,0.643,0.049,0.076205288
PF,68,MC,306,No.cull,4,26.99,4.4,0.602,0.559,0.043,0.076923077
PF,68,MC,306,No.cull,5,26.53,7.28,0.824,0.776,0.048,0.06185567
PF,68,MC,306,No.cull,6,22.33,6.07,0.594,0.554,0.04,0.072202166
PF,68,MC,306,No.cull,8,23.08,5.56,0.517,0.543,-0.026,-0.047882136
PF,68,MC,306,No.cull,9,21.74,5.58,0.473,0.45,0.023,0.051111111
PF,68,MC,306,No.cull,10,19.69,6.55,0.568,0.537,0.031,0.057728119
PF,68,MC,314,No.cull,1,30.09,5.63,1.46,1.363,0.097,0.071166544
PF,68,MC,314,No.cull,2,29.46,6.12,0.931,0.878,0.053,0.060364465
PF,68,MC,314,No.cull,3,25.68,5.8,0.816,0.767,0.049,0.063885267
PF,68,MC,314,No.cull,5,21.7,7.78,0.578,0.549,0.029,0.052823315
PF,68,MC,314,No.cull,6,25.99,6.53,0.944,0.903,0.041,0.045404208
PF,68,MC,314,No.cull,7,28.02,7.36,0.683,0.657,0.026,0.03957382
PF,68,MC,314,No.cull,8,16.91,4.45,0.352,0.346,0.006,0.01734104
PF,68,MC,314,No.cull,9,27.57,7.45,1.123,1.064,0.059,0.055451128
PF,68,MC,314,No.cull,10,35.59,6.51,1.71,1.61,0.1,0.062111801
PF,68,MC,318,Juv.cull,1,27.89,6.79,0.964,0.906,0.058,0.06401766
PF,68,MC,318,Juv.cull,2,26.93,6.65,0.84,0.787,0.053,0.067344346
PF,68,MC,318,Juv.cull,3,29.98,6.67,1.46,1.362,0.098,0.07195301
PF,68,MC,318,Juv.cull,7,30.95,6.76,1.204,1.132,0.072,0.06360424
PF,68,MC,318,Juv.cull,9,28.31,6.71,1.065,1.011,0.054,0.053412463
PF,68,MC,318,Juv.cull,10,28.93,6.66,0.955,0.906,0.049,0.054083885
PF,68,MC,348,No.cull,1,27.3,7.85,0.811,0.764,0.047,0.061518325
PF,68,MC,348,No.cull,2,21.95,7.37,0.874,0.819,0.055,0.067155067
PF,68,MC,348,No.cull,3,30.56,5.39,0.912,0.857,0.055,0.064177363
PF,68,MC,348,No.cull,4,36.54,6,1.576,1.478,0.098,0.066305819
PF,68,MC,348,No.cull,5,24.09,6.56,1.232,1.148,0.084,0.073170732
PF,68,MC,348,No.cull,6,26.68,4.94,0.671,0.63,0.041,0.065079365
PF,68,MC,348,No.cull,7,23.57,6.48,0.745,0.703,0.042,0.059743954
